,geometry,POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,X,Y,VERSAO,DATUM_EMP,OPERACAO,FUSO_AG,PROPRIETARIO,ORIGEM,OBJECTID,UF,CEG,lat,long
555,POINT (-41.53838001199995 -14.045330220555181),2.0,135.0,80.0,110.0,1666625847000,32083,Cristalândia III,AEG 13,225852.5242,8445785.879,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Cristalandia II Eólica S.A.,,556,BA,EOLCVBA032083-8-01,-14.045330220555181,-41.53838001199995
556,POINT (-49.61034415099994 -28.46734750220873),1.5,138.5,100.0,77.0,1666625847000,29051,Púlpito,AEG 5,636047.77533871,6850238.86941858,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Púlpito Energia Eólica S.A.,,557,SC,EOLCVSC029051-3-01,-28.46734750220873,-49.61034415099994
557,POINT (-35.96605570599997 -5.05939461683396),2.0,175.0,120.0,110.0,1666625847000,30536,Dreen São Bento do Norte,14,171084.0,9440019.0,Versão Válida,SIRGAS2000,,UTM 25 S (MER -33),GE São Bento do Norte S.A,,558,RN,EOLCVRN030536-7-01,-5.05939461683396,-35.96605570599997
558,POINT (-36.38998548999996 -5.123829835831889),1.65,111.0,70.0,82.0,1666625847000,28444,Alegria I,AEG I-18,789412.0,9433100.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),New Energy Options Geração de Energia S.A.,,559,RN,EOLCVRN028444-0-01,-5.123829835831889,-36.38998548999996
559,POINT (-42.328522956999954 -12.357490477604957),1.67,123.0,80.0,86.0,1666625847000,30283,Macaúbas,MA 18,790522.0,8632465.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Macaúbas Energética S.A.,,560,BA,EOLCVBA030283-0-01,-12.357490477604957,-42.328522956999954
560,POINT (-53.348035657999965 -33.62497994612949),1.79,130.0,80.0,100.0,1666625847000,31557,Verace 29,AGV29-08,282192.0,6276952.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,,561,RS,EOLCVRS031557-5-01,-33.62497994612949,-53.348035657999965
561,POINT (-50.38767034299997 -30.452344613175086),2.3,139.0,98.0,82.0,1666625847000,28855,Palmares,PA 02,558789.0,6630930.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Parques Eólicos Palmares S.A.,,562,RS,EOLCVRS028855-1-01,-30.452344613175086,-50.38767034299997
562,POINT (-35.928824401999975 -5.132367273831573),2.1,175.0,120.0,110.0,1666625847000,33642,São Bento do Norte II,SBN II 02,175253.0,9431961.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Geradora Eólica São Bento do Norte II S.A.,,563,RN,EOLCVRN033642-4-01,-5.132367273831573,-35.928824401999975
563,POINT (-53.36290966199993 -33.61355213412969),1.79,130.0,80.0,100.0,1666625847000,31557,Verace 29,AGV29-04,280783.0,6278188.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,,564,RS,EOLCVRS031557-5-01,-33.61355213412969,-53.36290966199993
564,POINT (-35.39965677899994 -5.322527246825398),0.8,99.0,75.0,48.0,1666625847000,28424,RN 15 - Rio do Fogo,1.8,234045.0,9411167.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,565,RN,EOLCVRN028424-6-01,-5.322527246825398,-35.39965677899994
565,POINT (-35.88529729899995 -5.068421503833677),1.6,130.0,80.0,100.0,1666625847000,30569,União dos Ventos 8,UV8-09,180050.479,9439058.391,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Esquina dos Ventos Geradora Eólica S.A.,,566,RN,EOLCVRN030569-3-01,-5.068421503833677,-35.88529729899995
566,POINT (-36.00908905599994 -5.1567476788308335),2.1,175.0,120.0,110.0,1666625847000,33647,São Miguel III,SM III 06,166358.0,9429221.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Geradora Eólica São Miguel III S.A.,,567,RN,EOLCVRN033647-5-01,-5.1567476788308335,-36.00908905599994
567,POINT (-41.45704596599995 -10.515972590660935),2.7,150.0,89.0,122.0,1666625847000,34633,Campo Largo II,CLII-3,231077.0,8836486.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque II S.A.,,568,BA,EOLCVBA034633-0-01,-10.515972590660935,-41.45704596599995
568,POINT (-36.01635683799998 -5.0869863138330595),2.0,145.0,95.0,100.0,1666625847000,30502,Farol,FA01,830854.0,9436956.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),GE Farol S.A.,,569,RN,EOLCVRN030502-2-01,-5.0869863138330595,-36.01635683799998
569,POINT (-35.852496505999966 -5.361274302824182),1.6,120.0,80.0,82.0,1666625847000,30503,Eurus I,AG_17_EU1,183837.0,9406664.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Eólica S.A.,,570,RN,EOLCVRN030503-0-01,-5.361274302824182,-35.852496505999966
570,POINT (-35.80788469699996 -5.087641300833057),1.6,130.0,80.0,100.0,1666625847000,30564,União dos Ventos 3,8,188652.0,9436971.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Ponta do Vento Leste Geradora Eólica S.A.,,571,RN,EOLCVRN030564-2-01,-5.087641300833057,-35.80788469699996
571,POINT (-41.49260288499995 -10.430311342663565),2.7,150.0,89.0,122.0,1666625847000,34643,Campo Largo XVIII,AEG5,227108.0,8845935.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque XVIII S.A.,,572,BA,EOLCVBA034643-8-01,-10.430311342663565,-41.49260288499995
572,POINT (-42.58205093799995 -14.556190911540396),3.0,125.0,75.0,100.0,1666625847000,31408,Jacarandá do Cerrado,JCE - 01,760544.0,8389378.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Jacarandá do Cerrado S.A.,,573,BA,EOLCVBA031408-0-01,-14.556190911540396,-42.58205093799995
573,POINT (-42.60943223199996 -14.352477422546281),1.85,121.25,80.0,82.5,1666625847000,30732,Angical,ANG-021,757827.0,8411957.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Angical S.A.,,574,BA,EOLCVBA030732-7-01,-14.352477422546281,-42.60943223199996
574,POINT (-42.64213439799994 -14.467313882542957),1.85,121.25,80.0,82.5,1666625847000,30739,Caititu,CAI-081,754168.0,8399283.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Caititu S.A.,,575,BA,EOLCVBA030739-4-01,-14.467313882542957,-42.64213439799994
575,POINT (-51.69141700299997 -26.586495966244197),0.6,86.6,64.6,44.0,1666625847000,28793,Água Doce,AEG 6,431195.6,7059221.0,Versão Válida,SAD69,Sim,UTM 22 S (MER -51),CENAEEL - Central Nacional de Energia Eólica S.A.,,576,SC,EOLCVSC028793-8-01,-26.586495966244197,-51.69141700299997
576,POINT (-37.00450290799995 -4.953571649837405),3.0,178.0,120.0,116.0,1666625847000,30897,Carcará II,AEG-04,721269.4,9452135.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Usina de Energia Eólica Carcará II S.A.,,577,RN,EOLCVRN030897-8-01,-4.953571649837405,-37.00450290799995
577,POINT (-41.510523270999954 -10.487207260661817),2.7,150.0,89.0,122.0,1666625847000,34613,Campo Largo I,CLI-11,225195.0,8839623.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque I Ltda.,,578,BA,EOLCVBA034613-6-01,-10.487207260661817,-41.510523270999954
578,POINT (-35.919559309999954 -5.257954841827512),2.0,139.0,98.0,82.0,1666625847000,30378,Santa Clara V,SC-V-15,176345.39,9418065.49,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Clara V Energias Renováveis Ltda.,,579,RN,EOLCVRN030378-0-01,-5.257954841827512,-35.919559309999954
579,POINT (-35.91368301199998 -5.305575559825991),1.6,120.0,80.0,82.0,1666625847000,30302,Morro dos Ventos IX,AG_01_MV9,177022.067899,9412797.82278,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos IX S.A,,580,RN,EOLCVRN030302-0-01,-5.305575559825991,-35.91368301199998
580,POINT (-41.39600925499997 -11.780237444622346),2.3,130.5,80.0,101.0,1666625847000,30727,Cristal,AEG12,238893.0,8696632.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Cristalandia I Eólica S.A.,,581,BA,EOLCVBA030727-0-01,-11.780237444622346,-41.39600925499997
581,POINT (-35.38366579199993 -5.328835149825244),0.8,99.0,75.0,48.0,1666625847000,28424,RN 15 - Rio do Fogo,1.43,235821.0,9410476.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,582,RN,EOLCVRN028424-6-01,-5.328835149825244,-35.38366579199993
582,POINT (-35.83373739899997 -5.076522949833423),1.6,130.0,80.0,100.0,1666625847000,30562,União dos Ventos 1,UV1-13,185777.659,9438188.963,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Energia Potiguar Geradora Eólica S.A.,,583,RN,EOLCVRN030562-6-01,-5.076522949833423,-35.83373739899997
583,POINT (-41.36589128399993 -11.703001926624678),2.3,122.0,80.0,84.0,1666625847000,30726,Primavera,AEG13,242105.0,8705207.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Primavera Eólica S.A.,,584,BA,EOLCVBA030726-2-01,-11.703001926624678,-41.36589128399993
584,POINT (-42.58129658599995 -2.683667820911593),2.7,148.0,90.0,116.0,1666625847000,40574,Delta 8 I,D7-III-13,768928.0,9703106.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Delta 8 I Energia S.A.,,585,MA,EOLCVMA040574-4-01,-2.683667820911593,-42.58129658599995
585,POINT (-42.582510351999986 -14.291997398548016),1.85,121.25,80.0,82.5,1666625847000,30752,Corrupião,COR-008,760802.0,8418621.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Corrupião S.A.,,586,BA,EOLCVBA030752-1-01,-14.291997398548016,-42.582510351999986
586,POINT (-40.86069481199996 -9.957785314678162),2.1,137.0,80.0,114.0,1666625847000,35266,Zeus II,SP02-11,296016.0,8898682.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Zeus II - Delfina 8 S.A.,,587,BA,EOLCVBA035266-7-01,-9.957785314678162,-40.86069481199996
587,POINT (-38.89904307499995 -3.526178398883948),2.1,143.7,96.2,95.0,1666625847000,30373,Taíba Andorinha,AEG-07,511212.86,9610245.79,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Geradora Eólica Taíba Andorinha S.A,,588,CE,EOLCVCE030373-9-01,-3.526178398883948,-38.89904307499995
588,POINT (-41.40312349299995 -8.750001363715862),3.15,182.5,120.0,125.0,1615889408000,33022,Ventos de Santa Angela 18,VSA18-05,235609.83,9031942.958,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),"Enel Green Power Brasil Participações Ltda., Enel Green Power Desenvolvimento Ltda.",,589,PI,EOLCVPI033022-1-01,-8.750001363715862,-41.40312349299995
589,POINT (-42.601618566999946 -14.138725325552418),1.68,130.0,80.0,100.0,1673367898000,30768,Maron,AEG-05,758914.0,8435607.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Maron S.A.,,590,BA,EOLCVBA030768-8-01,-14.138725325552418,-42.601618566999946
590,POINT (-37.60975398999995 -4.662890291846829),2.1,153.7,120.0,110.0,1666625847000,30918,Ubatuba,UB-06,654206.0,9484447.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Energia dos Ventos II S.A.,,591,CE,EOLCVCE030918-4-01,-4.662890291846829,-37.60975398999995
591,POINT (-36.492539934999975 -6.067649727801323),2.0,126.5,78.0,97.0,1666625847000,30615,Serra de Santana III,12,777552.0,9328675.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Seridó S.A.,,592,RN,EOLCVRN030615-0-01,-6.067649727801323,-36.492539934999975
592,POINT (-50.29190445499996 -30.00256498418234),2.0,133.0,98.0,70.0,1666625847000,28864,Índios,IN-06,568296.3141,6680699.509,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos do Sul Energia S.A.,,593,RS,EOLCVRS028864-0-01,-30.00256498418234,-50.29190445499996
593,POINT (-39.65629355999993 -3.093947147898083),2.7,150.0,89.0,122.0,1666625847000,30697,Boca do Córrego,BC-09,427075.1,9658000.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Elétrica Palmas Ltda.,,594,CE,EOLCVCE030697-5-01,-3.093947147898083,-39.65629355999993
594,POINT (-39.63406713699993 -3.0241879619003735),2.1,124.0,80.0,88.0,1666625847000,30289,Icaraí,AEG 7,429538.567,9665711.963,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Icaraí Geração e Comercialização de Energia S.A,,595,CE,EOLCVCE030289-9-01,-3.0241879619003735,-39.63406713699993
595,POINT (-36.49197577099994 -6.074452553801114),2.0,126.5,78.0,97.0,1666625847000,30615,Serra de Santana III,14,777611.0,9327922.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Seridó S.A.,,596,RN,EOLCVRN030615-0-01,-6.074452553801114,-36.49197577099994
596,POINT (-41.47846915499997 -10.451873639662905),2.7,150.0,89.0,122.0,1666625847000,34637,Campo Largo XVI,CLXVI-05,228675.0,8843561.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque XVI Ltda.,,597,BA,EOLCVBA034637-3-01,-10.451873639662905,-41.47846915499997
597,POINT (-42.63922994999996 -13.981630548556991),1.6,121.25,80.0,82.5,1666625847000,30322,Planaltina,PLA_9,755070.0,8453079.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Planaltina S.A.,,598,BA,EOLCVBA030322-4-01,-13.981630548556991,-42.63922994999996
598,POINT (-42.606245687999944 -14.115904133553101),1.68,130.0,80.0,100.0,1673367898000,30768,Maron,AEG-18,758440.0,8438138.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Maron S.A.,,599,BA,EOLCVBA030768-8-01,-14.115904133553101,-42.606245687999944
599,POINT (-53.329664867999945 -33.60637469812979),1.79,130.0,80.0,100.0,1666625847000,31558,Verace 31,AGV31-02,283850.0,6279054.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,,600,RS,EOLCVRS031558-3-01,-33.60637469812979,-53.329664867999945
600,POINT (-41.35587132499995 -11.65004009062627),2.3,122.0,80.0,84.0,1666625847000,30725,São Judas,AEG05,243149.0,8711077.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power São Judas Eólica S.A.,,601,BA,EOLCVBA030725-4-01,-11.65004009062627,-41.35587132499995
601,POINT (-37.753083756999956 -4.504896376852004),2.1,124.0,80.0,88.0,1666625847000,28770,Enacel,EN-11,638335.6207898,9501945.05931777,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,602,CE,EOLCVCE028770-9-01,-4.504896376852004,-37.753083756999956
602,POINT (-35.889184015999945 -5.078430352833328),1.6,130.0,80.0,100.0,1666625847000,30570,União dos Ventos 9,2,179625.22,9437950.64,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Ilha dos Ventos Geradora Eólica S.A,,603,RN,EOLCVRN030570-7-01,-5.078430352833328,-35.889184015999945
603,POINT (-42.58068981799994 -14.559375046540278),3.0,125.0,75.0,100.0,1666625847000,31408,Jacarandá do Cerrado,JCE - 03,760687.0,8389024.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Jacarandá do Cerrado S.A.,,604,BA,EOLCVBA031408-0-01,-14.559375046540278,-42.58068981799994
604,POINT (-35.891284638999934 -5.093059480832877),1.6,130.0,80.0,100.0,1666625847000,30570,União dos Ventos 9,3,179399.34,9436330.47,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Ilha dos Ventos Geradora Eólica S.A,,605,RN,EOLCVRN030570-7-01,-5.093059480832877,-35.891284638999934
605,POINT (-50.31540483099997 -30.325276133177134),3.0,178.0,120.0,116.0,1666625847000,30457,Atlântica I,I-03,565812.0,6644972.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Atlântica I Parque Eólico S.A.,,606,RS,EOLCVRS030457-3-01,-30.325276133177134,-50.31540483099997
606,POINT (-50.29204722199995 -30.00413542818235),2.0,133.0,98.0,70.0,1666625847000,28864,Índios,IN-07,568278.1449,6680525.455,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos do Sul Energia S.A.,,607,RS,EOLCVRS028864-0-01,-30.00413542818235,-50.29204722199995
607,POINT (-37.887829644999954 -4.362171935856615),1.516,123.5,85.0,77.0,1666625847000,28724,Praias de Parajuru,AE-03,623408.31658262,9517748.48099899,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Central Eólica Praia de Parajuru S.A.,,608,CE,EOLCVCE028724-5-01,-4.362171935856615,-37.887829644999954
608,POINT (-39.98476624399996 -2.8892110859048024),1.5,123.5,85.0,77.0,1666625847000,30279,Buriti,8,390593.0,9680645.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Nova Eólica Buriti S.A,,609,CE,EOLCVCE030279-1-01,-2.8892110859048024,-39.98476624399996
609,POINT (-37.33315440399998 -4.7511076568440025),2.1,175.0,120.0,110.0,1666625847000,35197,Garrote,GAR-06,684871.0,9474625.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Garrote S.A.,,610,CE,EOLCVCE035197-0-01,-4.7511076568440025,-37.33315440399998
610,POINT (-36.47311305699998 -6.030508376802523),2.0,121.5,78.0,87.0,1666625847000,30537,Calango 4,CAL4-4,779722.851,9332774.628,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Calango 4 Energia Renovável S.A.,,611,RN,EOLCVRN030537-5-01,-6.030508376802523,-36.47311305699998
611,POINT (-42.37045542299995 -12.273480849607486),1.7,123.0,80.0,86.0,1666625847000,30306,Seabra,SE 10,786050.0,8641809.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Seabra Energética S.A,,612,BA,EOLCVBA030306-2-01,-12.273480849607486,-42.37045542299995
612,POINT (-35.389889075999974 -5.537243876818502),2.7,150.0,89.0,122.0,1666625847000,30870,Riachão I,AEG 6,235222.0,9387416.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Eólica Acari Ltda.,,613,RN,EOLCVRN030870-6-01,-5.537243876818502,-35.389889075999974
613,POINT (-35.82978179999998 -5.357836451824285),1.6,121.0,80.0,82.0,1666625847000,30301,Morro dos Ventos I,AG_18_MV1,186356.57,9407057.12,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos I S.A,,614,RN,EOLCVRN030301-1-01,-5.357836451824285,-35.82978179999998
614,POINT (-37.687634325999966 -4.5696563118498865),1.5,123.5,85.0,77.0,1666625847000,30369,Quixaba,AEG 9,645584.979005,9494772.0819,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Quixaba S.A,,615,CE,EOLCVCE030369-0-01,-4.5696563118498865,-37.687634325999966
615,POINT (-39.656286356999935 -3.0954036318980593),2.7,150.0,89.0,122.0,1666625847000,30697,Boca do Córrego,BC-08,427076.0,9657839.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Elétrica Palmas Ltda.,,616,CE,EOLCVCE030697-5-01,-3.0954036318980593,-39.656286356999935
616,POINT (-42.65882538899996 -13.866023193560402),1.6,121.25,80.0,82.5,1666625847000,30321,Igaporã,IGA_10,753078.0,8465895.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Igaporã Ltda.,,617,BA,EOLCVBA030321-6-01,-13.866023193560402,-42.65882538899996
617,POINT (-36.199288207999984 -5.106301716832437),1.67,123.0,80.0,86.0,1666625847000,30417,Rei dos Ventos 3,RDV 38,810543.0387,9434909.3133,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Rei dos Ventos 3 Geradora de Energia S.A.,,618,RN,EOLCVRN030417-4-01,-5.106301716832437,-36.199288207999984
618,POINT (-41.373595889999926 -11.72371287662407),2.3,122.0,80.0,84.0,1666625847000,30726,Primavera,AEG5,241284.0,8702908.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Primavera Eólica S.A.,,619,BA,EOLCVBA030726-2-01,-11.72371287662407,-41.373595889999926
619,POINT (-35.83775273599997 -5.353174415824426),1.62,130.0,80.0,100.0,1666625847000,30889,Morro dos Ventos II,13,185470.0,9407569.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos II S.A.,,620,RN,EOLCVRN030889-7-01,-5.353174415824426,-35.83775273599997
620,POINT (-37.760790229999934 -4.508273695851879),2.1,124.0,80.0,88.0,1666625847000,28770,Enacel,EN-06,637479.88012514,9501573.11149959,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,621,CE,EOLCVCE028770-9-01,-4.508273695851879,-37.760790229999934
621,POINT (-38.07954696899998 -4.191034765862245),0.8,99.0,75.0,48.0,1666625847000,28174,Beberibe,WEC - 14,602193.9106,9536737.1909,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Eólica Beberibe S.A.,,622,CE,EOLCVCE028174-3-01,-4.191034765862245,-38.07954696899998
622,POINT (-42.59992339599995 -14.32904457354694),1.85,121.25,80.0,82.5,1666625847000,30731,Teiu,TEI-028,758880.0,8414540.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Teiu S.A.,,623,BA,EOLCVBA030731-9-01,-14.32904457354694,-42.59992339599995
623,POINT (-42.70292753699994 -14.115962332553122),1.68,122.0,80.0,82.5,1666625847000,30546,Seraíma,SER-17,747996.68219,8438235.87786,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Seraima S.A.,,624,BA,EOLCVBA030546-4-01,-14.115962332553122,-42.70292753699994
624,POINT (-35.37162982499996 -5.297288507826246),2.0,123.0,78.0,90.0,1666625847000,30622,Arizona 1,10,237142.30381038,9413971.25687129,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Arizona 1 Energia Renovável S.A.,,625,RN,EOLCVRN030622-3-01,-5.297288507826246,-35.37162982499996
625,POINT (-35.37730070199995 -5.333903446825055),0.8,99.0,75.0,48.0,1666625847000,28424,RN 15 - Rio do Fogo,1.51,236529.0,9409918.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,626,RN,EOLCVRN028424-6-01,-5.333903446825055,-35.37730070199995
626,POINT (-41.07903961399995 -21.582686225353903),1.65,111.0,70.0,82.0,1666625847000,28730,Gargaú,WTG5,284735.175,7611920.946,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gargaú Energética S.A.,,627,RJ,EOLCVRJ028730-0-01,-21.582686225353903,-41.07903961399995
627,POINT (-41.40856262699998 -8.763233176715456),3.15,182.5,120.0,125.0,1615889408000,33022,Ventos de Santa Angela 18,VSA18-10,235020.457,9030475.036,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),"Enel Green Power Brasil Participações Ltda., Enel Green Power Desenvolvimento Ltda.",,628,PI,EOLCVPI033022-1-01,-8.763233176715456,-41.40856262699998
628,POINT (-35.82887488899996 -5.382897494823471),2.0,130.0,80.0,100.0,1666625847000,30499,Eurus II,4,186470.0,9404284.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Eurus II Energias Renováveis S.A.,,629,RN,EOLCVRN030499-9-01,-5.382897494823471,-35.82887488899996
629,POINT (-35.374430034999925 -5.340160384824837),0.8,99.0,75.0,48.0,1666625847000,28424,RN 15 - Rio do Fogo,1.60,236850.0,9409227.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,630,RN,EOLCVRN028424-6-01,-5.340160384824837,-35.374430034999925
630,POINT (-42.59310650499997 -14.379913094545456),1.85,121.25,80.0,82.5,1666625847000,30751,Inhambu,INH-042,759557.0,8408902.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Inhambu S.A.,,631,BA,EOLCVBA030751-3-01,-14.379913094545456,-42.59310650499997
631,POINT (-41.716483826999934 -2.8293468129068122),2.0,138.5,90.0,97.0,1666625847000,30838,Delta do Parnaíba,5,197976.0,9686916.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Porto do Parnaíba Energia S.A.,,632,PI,EOLCVPI030838-2-01,-2.8293468129068122,-41.716483826999934
632,POINT (-42.60226540299993 -14.137078400552474),1.68,130.0,80.0,100.0,1673367898000,30768,Maron,AEG-06,758846.0,8435790.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Maron S.A.,,633,BA,EOLCVBA030768-8-01,-14.137078400552474,-42.60226540299993
