OBJECTID,POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,OPERACAO,PROPRIETARIO,UF,LATITUDE,LONGITUDE
1874,1.67,123.0,80.0,86.0,2022-10-24 15:37:27,30416,Rei dos Ventos 1,RDV 15,True,Brasventos Eolo Geradora de Energia S.A.,RN,-5.0996029128326645,-36.19790281499996
1875,3.0,125.0,80.0,90.0,2022-10-24 15:37:27,30288,Pedra do Reino,PR1-10,True,Eólica Pedra do Reino S.A.,BA,-9.509548017692106,-40.881435489999944
1876,2.0,121.5,78.0,87.0,2022-10-24 15:37:27,30552,Calango 5,CAL5-10,True,Calango 5 Energia Renovável S.A.,RN,-6.033127650802474,-36.485187887999984
1877,1.5,138.5,100.0,77.0,2022-10-24 15:37:27,29062,Bom Jardim,UG 19,True,Bom Jardim Energia Eólica S.A.,SC,-28.444334141209158,-49.583393681999944
1878,2.0,139.0,98.0,82.0,2022-10-24 15:37:27,28712,Elebrás Cidreira 1,11,True,Elebrás Projetos S.A,RS,-30.087302920180974,-50.179277535999965
1879,2.7,150.0,89.0,122.0,2022-10-24 15:37:27,34633,Campo Largo II,CLII-11,True,CLWP Eólica Parque II S.A.,BA,-10.509441227661116,-41.48578455099994
1880,2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30842,Corredor do Senandes II,S2-03,True,NCER Eólica Corredor do Senandes 2 S.A.,RS,-32.38786411814607,-52.32945020799996
1881,2.1,194.0,80.0,114.0,2022-10-24 15:37:27,33664,Lagoa 1,LAG1.7,True,Lagoa 1 Energia Renovável S.A.,PB,-6.901616662774559,-36.82362857899995
1882,2.3,133.5,80.0,107.0,2022-10-24 15:37:27,31767,Ventos de Santo Augusto VIII,AUG_VIII_02,True,Ventos de Santo Augusto VIII Energias Renováveis S.A.,PI,-7.769360975746882,-40.67714482099995
1883,0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28424,RN 15 - Rio do Fogo,1.24,True,Energias Renováveis do Brasil S.A.,RN,-5.324839975825363,-35.39066614899997
1884,2.3,149.0,108.0,82.0,2023-01-10 16:24:58,30286,Osório 2,OS2-10,True,Ventos do Litoral Energia  S.A.,RS,-29.96653373518299,-50.251165497999985
1885,3.465,186.0,120.0,132.0,2022-10-24 15:37:27,37076,São Fernando 3,SF3-02,True,Ventos de São Fernando III Energia S.A.,RN,-5.156473228830826,-36.04419344199994
1886,0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28174,Beberibe,WEC - 28,True,Eólica Beberibe S.A.,CE,-4.2050968028617595,-38.07043232199993
1887,2.3,149.0,108.0,82.0,2023-01-10 16:24:58,30286,Osório 2,OS2-11,True,Ventos do Litoral Energia  S.A.,RS,-29.96877866618295,-50.251419522999974
1888,2.5,148.0,90.0,116.0,2022-10-24 15:37:27,33627,Laranjeiras IX,L-IX-03,True,Parque Eólico Laranjeiras IX S.A.,BA,-11.060370193644244,-42.65360259099998
1889,3.0,182.5,120.0,125.0,2022-10-24 15:37:27,30930,Nossa Senhora de Fátima,NSF-07,True,Energia dos Ventos VI S.A.,CE,-4.449459200853814,-37.88642308799996
1890,3.465,150.0,84.0,132.0,2022-10-24 15:37:27,34646,Chafariz 5,CHA5-08,True,Chafariz 5 Energia Renovável S.A.,PB,-7.02216029777069,-36.93012750099996
1891,3.043,182.5,120.0,125.0,2021-01-04 15:35:55,33018,Ventos de Santa Angela 14,VSA14-01,True,Enel Green Power Ventos de Santa Angela 14 S.A.,PI,-8.708777269717132,-41.51810083899995
1892,2.0,139.5,90.0,97.0,2022-10-24 15:37:27,30860,Lanchinha,L_11,True,Gestamp Eólica Lanchinha S.A.,RN,-6.123513844799522,-36.677577473999975
1893,2.5,148.0,90.0,116.0,2022-10-24 15:37:27,31754,Umburanas 15,UMB_15_03,True,Centrais Eólicas Umburanas 11 Ltda.,BA,-10.648313574656857,-41.49676021399994
1894,2.7,150.0,89.0,122.0,2022-10-24 15:37:27,34633,Campo Largo II,CLII-9,True,CLWP Eólica Parque II S.A.,BA,-10.528869996660516,-41.46720210199993
1895,2.3,149.0,108.0,82.0,2022-10-24 15:37:27,30381,Sangradouro 2,SG2-06,True,Ventos da Lagoa Energia S.A.,RS,-29.926919170183613,-50.27448756199994
1896,4.2,200.0,125.0,150.0,2022-05-03 16:25:59,40879,Serrote II,SII-6    ,True,Serrote II Geração de Energia Elétrica S.A.,CE,-3.301881119891307,-39.35084381999996
1897,2.2,150.0,95.0,110.0,2022-10-24 15:37:27,33666,Boa Esperança I,BE_4,True,Eólica Boa Esperança I S.A.,RN,-5.5213272618189775,-35.98483915099996
1898,2.35,144.38,98.38,92.0,2022-10-24 15:37:27,31801,Aroeira,Aro-08,True,Central Eólica Jau S.A.,RN,-5.349571269824556,-36.08000629999998
1899,2.7,150.0,89.0,122.0,2022-10-24 15:37:27,31418,Acácia,ACA - 04,True,Centrais Eólicas Acácia S.A.,BA,-13.914919013558961,-42.69795878899998
1900,4.19999981,180.0,105.0,150.0,2022-10-24 15:37:27,33532,Ventos de São Januário 13,SJA13-04,True,Borealis Comercialização de Energia Ltda.,BA,-10.351181308666002,-40.440422223999974
1901,3.465,150.0,84.0,132.0,2022-10-24 15:37:27,35241,Ventos de Arapuá 2,ARP2-05,True,Ventos de Arapuá 2 Energia Renovável S.A.,PB,-7.03894522177013,-36.97017882399996
1902,2.0,133.0,98.0,70.0,2022-10-24 15:37:27,28810,Osório,OS-02,True,Ventos do Sul Energia S.A.,RS,-29.95923281218309,-50.29152911999995
1903,2.1,124.0,80.0,88.0,2022-10-24 15:37:27,30289,Icaraí,AEG 8,True,Eólica Icaraí Geração e Comercialização de Energia S.A,CE,-3.022576677900448,-39.63408182899997
1904,2.0,149.38,108.38,82.0,2022-10-24 15:37:27,30285,Mangue Seco 1,MS1-12,True,Eólica Mangue Seco 1 – Geradora e Comercializadora de Energia Elétrica S.A.,RN,-5.179125377830107,-36.30558548799996
1905,1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30520,Asa Branca VI,AB-VI12,True,Asa Branca VI Energias Renováveis Ltda.,RN,-5.371648947823857,-36.00814014799994
1906,1.5,123.5,85.0,77.0,2022-10-24 15:37:27,30294,Cajucoco,9,True,Nova Eólica Cajucoco S.A.,CE,-2.9070702759042506,-39.952406936999985
1907,2.0,149.38,108.0,82.0,2022-10-24 15:37:27,30350,Cerro Chato III,AEG 9,True,Eletrosul Centrais Elétricas S.A.,RS,-30.79272676916968,-55.70975142699996
1908,1.67,123.0,80.0,86.0,2022-10-24 15:37:27,30417,Rei dos Ventos 3,RDV 55,True,Rei dos Ventos 3 Geradora de Energia S.A.,RN,-5.118462931832038,-36.171686903999955
1909,1.715,131.5,80.0,103.0,2022-10-24 15:37:27,31537,Serra das Vacas I,CSV1-12,True,Eólica Serra das Vacas I S.A.,PE,-8.919969840710525,-36.73787067999995
1910,1.5,123.5,85.0,77.0,2022-10-24 15:37:27,30282,Coqueiros,4,True,Nova Eólica Coqueiro S.A.,CE,-2.902480574904407,-39.977626466999936
1911,2.1,175.0,120.0,110.0,2022-10-24 15:37:27,35217,Santo Inácio III,SIIII-02,True,Central Eólica Santo Inácio III S.A.,CE,-4.768816054843401,-37.30093217499996
1912,1.5,123.5,85.0,77.0,2022-10-24 15:37:27,30279,Buriti,10,True,Nova Eólica Buriti S.A,CE,-2.8857468569049525,-39.984412385999974
1913,2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28699,Icaraizinho,AEG 17,True,CPFL Energias Renováveis S.A.,CE,-3.007059799900987,-39.67725070299998
1914,2.3,154.0,108.0,92.0,2022-10-24 15:37:27,30894,Índios 3,DI3-04,True,Ventos dos índios Energia S.A.,RS,-29.975222026182827,-50.31092546399998
1915,2.35,130.0,80.0,100.0,2022-10-24 15:37:27,30805,Pau Ferro,UG9,True,Enel Green Power Pau Ferro Eólica S.A.,PE,-9.057658823706177,-38.11144367399993
1916,0.5,64.15,44.0,40.3,2022-10-24 15:37:27,27908,de Palmas,UG1,True,Copel Geração e Transmissão S.A,PR,-26.58066755824429,-51.69925147599998
1917,2.1,175.0,120.0,110.0,2022-10-24 15:37:27,31621,Bons Ventos Cacimbas 4,True,True,Geradora Eólica Bons Ventos da Serra 2 S.A.,CE,-3.932108481870659,-41.02670504099996
1918,1.7,131.5,80.0,103.0,2022-10-24 15:37:27,31344,Caetité A,4,True,Eólica Caetité A S.A.,BA,-14.145768793552218,-42.480399122999984
1919,2.0,138.5,90.0,97.0,2022-10-24 15:37:27,31121,Dois Riachos,Dois Riachos 08,True,Enel Green Power Dois Riachos Eólica S.A.,BA,-11.837289679620635,-41.46892674299994
1920,2.0,139.0,98.0,82.0,2022-10-24 15:37:27,30351,Eurus VI,EU-VI-01,True,Eurus VI Energias Renováveis Ltda.,RN,-5.2316623218283915,-35.92821384699994
1921,3.043,182.5,120.0,125.0,2021-01-04 15:35:55,33018,Ventos de Santa Angela 14,VSA14-05,True,Enel Green Power Ventos de Santa Angela 14 S.A.,PI,-8.739290144716177,-41.49694161699994
1922,2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30615,Serra de Santana III,8,True,Gestamp Eólica Seridó S.A.,RN,-6.052263867801842,-36.49763974499996
1923,1.67,123.0,80.0,86.0,2022-10-24 15:37:27,30339,Miassaba 3,WT27,True,Brasventos Miassaba 3 Geradora de Energia S.A,RN,-5.164070010830587,-36.48830703799996
1924,1.715,131.5,80.0,103.0,2022-10-24 15:37:27,31574,Serra das Vacas IV,CSV4-02,True,Eólica Serra das Vacas IV S.A.,PE,-8.911181360710783,-36.72993555599994
1925,1.58,123.5,85.0,77.0,2022-10-24 15:37:27,28440,Praia do Morgado,MG-14,True,Central Eólica Praia do Morgado S.A.,CE,-2.809170085907436,-40.28559081099996
1926,1.6,121.0,80.0,82.0,2022-10-24 15:37:27,30300,Morro dos Ventos VI,AG_15_MV6,True,Desa Morro dos Ventos VI S.A,RN,-5.363505054824107,-35.873842080999964
1927,2.1,175.0,120.0,110.0,2022-10-24 15:37:27,35217,Santo Inácio III,SIIII-13,True,Central Eólica Santo Inácio III S.A.,CE,-4.779475433843055,-37.303772383999956
1928,2.0,149.38,108.0,82.0,2022-10-24 15:37:27,30349,Cerro Chato II,AEG 11,True,Eletrosul Centrais Elétricas S.A.,RS,-30.861947296168637,-55.690083733999984
1929,1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30314,Serra do Salto,SSA_10,True,Centrais Eólicas Serra dos Saltos S.A.,BA,-14.164003362551716,-42.63996760699996
1930,2.0,125.5,76.5,97.0,2022-10-24 15:37:27,31563,Ventos de Guarás I,15,True,Ventos dos Guarás I Energias Renováveis S.A.,BA,-10.62254585165765,-40.691031247999945
1931,1.516,123.5,85.0,77.0,2022-10-24 15:37:27,28724,Praias de Parajuru,AE-19,True,Central Eólica Praia de Parajuru S.A.,CE,-4.343938265857241,-37.90401890499993
1932,2.0,130.0,80.0,100.0,2022-10-24 15:37:27,30455,Sete Gamelerias,SG-11,True,Sete Gameleiras S.A.,BA,-9.8562149846813,-41.09437715399997
1933,1.67,123.0,80.0,86.0,2022-10-24 15:37:27,30339,Miassaba 3,WT34,True,Brasventos Miassaba 3 Geradora de Energia S.A,RN,-5.161755114830641,-36.47434373599998
1934,2.0,133.0,98.0,70.0,2022-10-24 15:37:27,28864,Índios,IN-08,True,Ventos do Sul Energia S.A.,RS,-30.0057058731823,-50.29226137399996
1935,1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30321,Igaporã,IGA_19,True,Centrais Eólicas Igaporã Ltda.,BA,-13.87964303555998,-42.66485742499998
1936,2.1,137.5,90.0,95.0,2022-10-24 15:37:27,30352,Faísa I,6,True,Eólica Faísa I Geração e Comercialização de Energia Ltda.,CE,-3.3125543748909303,-39.27114781299998
1937,3.465,150.0,84.0,132.0,2022-10-24 15:37:27,35242,Ventos de Arapuá 3,ARP3-03,True,Ventos de Arapuá 3 Energia Renovável S.A.,PB,-7.056373422769607,-36.97394893099994
1938,2.0,135.0,80.0,110.0,2022-10-24 15:37:27,32523,Delfina VI,12,True,Enel Green Power Delfina D Eólica S.A.,BA,-10.01265751767646,-40.936821830999975
1939,1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30739,Caititu,CAI-079,True,Central Eólica Caititu S.A.,BA,-14.463723522543035,-42.64088348399997
1940,2.3,149.0,108.0,82.0,2022-10-24 15:37:27,30330,Sangradouro 3,SG3-12,True,Ventos da Lagoa Energia S.A.,RS,-29.961299357183055,-50.31538065999997
1941,2.7,150.0,89.0,122.0,2022-10-24 15:37:27,31406,Taboquinha,TBQ - 04,True,Centrais Eólicas Taboquinha S.A.,BA,-13.902962070559287,-42.70340480599998
1942,2.1,143.7,96.2,95.0,2022-10-24 15:37:27,28857,Taíba Águia,AEG-11,True,Central Geradora Eólica Taíba Águia S.A,CE,-3.5446804968833416,-38.889651062999974
1943,2.7,150.0,89.0,122.0,2022-10-24 15:37:27,33630,Campo Largo V,AEG6,True,CLWP Eólica Parque V S.A.,BA,-10.435270162663368,-41.43429931999998
1944,2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30742,Verace II,7,True,Eólica Geribatu II S.A.,RS,-33.521860578130855,-53.261651798999935
1945,2.7,150.0,89.0,122.0,2022-10-24 15:37:27,34643,Campo Largo XVIII,AEG1,True,CLWP Eólica Parque XVIII S.A.,BA,-10.42029019466385,-41.47863890699995
1946,3.465,150.0,84.0,132.0,2022-10-24 15:37:27,35240,Ventos de Arapuá 1,ARP1-06,True,Ventos de Arapuá 1 Energia Renovável S.A.,PB,-7.06351834976939,-36.94981921799996
1947,0.8,98.85,74.85,48.0,2022-10-24 15:37:27,29041,Millennium,05,True,SPE Millennium Central Geradora Eólica S.A.,PB,-6.492980899787661,-34.971456985999964
1948,2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30874,Riachão IV,AEG 7,True,Central Eólica Anemoi Ltda.,RN,-5.50860338081939,-35.44696244599993
1949,2.0,145.0,95.0,100.0,2022-10-24 15:37:27,30516,Renascença II,UG5,True,Energisa Geração - Central Eólica Renascença II S.A.,RN,-5.30806451582589,-35.88355327599992
1950,2.0,126.5,78.0,97.0,2022-10-24 15:37:27,33756,Cataventos Acaraú I,CAI-14,True,Cataventos Acaraú – Geração de Energias Renováveis S.A.,CE,-2.8523015719060156,-40.061241096999936
1951,1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30566,União dos Ventos 5,2,True,Morro dos Ventos Geradora Eólica S.A,RN,-5.092295071832898,-35.792722769999955
1952,2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28770,Enacel,EN-03,True,BVP Geradora de Energia S.A.,CE,-4.505095165851965,-37.76884165399997
1953,3.15,182.5,120.0,125.0,2021-01-04 15:35:55,33015,Ventos de Santa Angela 11,VSA11-08,True,Enel Green Power Ventos de Santa Ângela 11 S.A.,PI,-8.688144966717829,-41.51417575499994
1954,3.15,182.5,120.0,125.0,2021-01-04 15:35:55,33012,Ventos de Santa Angela 08,VSA08-03,True,Enel Green Power Ventos de Santa Ângela 8 S.A.,PI,-8.565802721721651,-41.50036495599994
1955,2.0,135.0,80.0,110.0,2022-10-24 15:37:27,34777,Pedra do Reino IV,3,True,Eólica Pedra do Reino IV S.A.,BA,-9.500379488692365,-40.91247465199996
